order_id,product_id,customer_id,return_date,return_reason,refund_amount,review_comment_title,review_comment_message
6ea2f835b4556291ffdc53fa0b3b95e8,be021417a6acb56b9b50d3fd2714baa8,c7340080e394356141681bd4c9b8fe31,2017-11-24 21:27:48,Late delivery,356.12,nan,"Inicialmente, na data da compra o produto era para ser entregue até 21/12. Hoje é dia 27/12 e não chegou ainda. "
ee64d42b8cf066f35eac1cf57de1aa85,c50ca07e9e4db9ea5011f06802c0aea0,caded193e8e47b8362864762a83db3c5,2018-06-04 16:44:48,Defective,22.36,nan,nan
6ebaec694d7025e2ad4a05dba887c032,e251ebd2858be1aa7d9b2087a6992580,4f28355e5c17a4a42d3ce2439a1d4501,2017-05-18 13:55:47,Defective,153.72,nan,A cuba veio quebrada. Como efetuo barroca?
9faeb9b2746b9d7526aef5acb08e2aa0,f48eb5c2fde13ca63664f0bb05f55346,79183cd650e2bb0d475b0067d45946ac,2018-07-26 14:39:59,Changed mind,75.52,Recebi apenas 1 unidade ,"Recebi apenas 1 unidade solicitada, deveriam ser 2, inclusive foi cobrado e consta na nota fiscal. Estou tentando contato com a loja a 4 dias. Informam que vão me mandar por email o contato do fornece"
9faeb9b2746b9d7526aef5acb08e2aa0,f48eb5c2fde13ca63664f0bb05f55346,79183cd650e2bb0d475b0067d45946ac,2018-07-26 14:39:59,Wrong item,75.52,Recebi apenas 1 unidade ,"Recebi apenas 1 unidade solicitada, deveriam ser 2, inclusive foi cobrado e consta na nota fiscal. Estou tentando contato com a loja a 4 dias. Informam que vão me mandar por email o contato do fornece"
66e4624ae69e7dc89bd50222b59f581f,b37b72d5a56f887725c2862184b8cab8,684fa6da5134b9e4dab731e00011712d,2018-03-09 14:50:15,Changed mind,45.84,nan,"Pedir 2 capinhas,estou pagando as duas e só veio uma.Entao não estou nada satisfeita e espero que seja reparado esse erro."
66e4624ae69e7dc89bd50222b59f581f,b37b72d5a56f887725c2862184b8cab8,684fa6da5134b9e4dab731e00011712d,2018-03-09 14:50:15,Not as described,45.84,nan,"Pedir 2 capinhas,estou pagando as duas e só veio uma.Entao não estou nada satisfeita e espero que seja reparado esse erro."
a685d016c8a26f71a0bb67821070e398,ebd7c847c1e1cb69ec374ae0ebee1f4c,911e4c37f5cafe1604fe6767034bf1ae,2017-03-13 18:14:36,Late delivery,99.26,nan,Não recebi
82bce245b1c9148f8d19a55b9ff70644,a5a0e71a81ae65aa335e71c06261e260,388025bec8128ff20ec1a316ed4dcf02,2017-04-20 17:15:46,Changed mind,53.56,nan,nan
82bce245b1c9148f8d19a55b9ff70644,a5a0e71a81ae65aa335e71c06261e260,388025bec8128ff20ec1a316ed4dcf02,2017-04-20 17:15:46,Wrong item,53.56,nan,nan
82bce245b1c9148f8d19a55b9ff70644,a5a0e71a81ae65aa335e71c06261e260,388025bec8128ff20ec1a316ed4dcf02,2017-04-20 17:15:46,Wrong item,53.56,nan,nan
82bce245b1c9148f8d19a55b9ff70644,a5a0e71a81ae65aa335e71c06261e260,388025bec8128ff20ec1a316ed4dcf02,2017-04-20 17:15:46,Late delivery,53.56,nan,nan
82bce245b1c9148f8d19a55b9ff70644,a5a0e71a81ae65aa335e71c06261e260,388025bec8128ff20ec1a316ed4dcf02,2017-04-20 17:15:46,Wrong item,53.56,nan,nan
634e8f4c0f6744a626f77f39770ac6aa,69d980b4120a76616d7b237d731d6156,05e996469a2bf9559c7122b87e156724,2017-08-09 18:32:47,Not as described,234.28,nan,Muito bom o produto e preço cobrado!
e4de6d53ecff736bc68804b0b6e9f635,90b58782fdd04cb829667fcc41fb65f5,9f6618c17568ac301465fe7ad056c674,2017-10-16 14:56:50,Late delivery,231.12,nan,nan
86f21bf63784876b9fd6d35f46581d72,5526b1ae9ab2688cf600783cece249df,332df68ccac2f2f7d9e11299188f8bce,2018-04-11 22:32:31,Changed mind,120.84,Regular,"Os outros produtos, a loja ofereceu mas não cumpriu com a entrega."
6a0a8bfbbe700284feb0845d95e0867f,f8a8f05a35976a91aed5cccc3992c357,68451b39b1314302c08c65a29f1140fc,2017-11-22 11:32:22,Not as described,101.74,nan,nan
e1da8361c76cab67aa3588a1fbf1af54,e0d64dcfaa3b6db5c54ca298ae101d05,dd854e24b40e3bc2b306946dee252015,2017-07-01 15:42:32,Changed mind,253.4,nan,nan
af5b0604e113e1526593d505a26ef39d,978859c6048ded0fa8bf3b9ea8236387,b896b244963dc7543d400ad82d6710e0,2017-09-27 12:07:22,Not as described,28.62,nan,"Boa noite, não recebi o escorredor de louça, Continuo no aguardo"
9d531c565e28c3e0d756192f84d8731f,807b2de93dbb064bbc82dc6ac963bc61,d4faa220408c20e53595d2950f361f3b,2017-11-28 21:00:44,Defective,40.09,nan,Não recebi o produto até a presente data na minha residência. 
01a75ac3dd000b7628a684be97c29234,b5c114b11d53b6fd85a6a90790f0b479,57ee2ef64f17a5f9a4bf30489b06326c,2018-01-23 10:32:39,Wrong item,58.0,nan,COMO VOU AVALIAR UM PRODUTO QUE NÃO RECEBI
35660aec0cc42b6257e24281ee0e6255,aba86c093ccdbac75b09111d57e50004,b53cc3c992caaa45ec73cfdde4d839b5,2017-03-30 14:46:00,Late delivery,155.0,nan,mais ou menos o produto veio faltando uma peca
5164933efe0cd14f31424b9badf81f19,821a07e1e2a0382df1f3761ae3cd435c,d0e71d7a6dbca8ac513ac63d08a81fa0,2018-04-25 22:18:10,Changed mind,141.9,Não gostei do produto ,Produto não corresponde às expectativas 
741fd1b80f015f170a7f458cf86769b8,2b4609f8948be18874494203496bc318,df5c9e02596851fcbfc98804e4108bbd,2017-12-02 14:28:03,Not as described,106.38,nan,Nao gostei do produto pois veio com detalhes no acabamento e com sinais que ja foram uzados
f4471dae8c482f51aa1826cd9f5d4433,51c59cf09066762ba5740772b0a86215,167b9485947ed0a354a3f8dad04eb199,2018-07-05 18:40:47,Wrong item,109.29,Péssima compra ,Recebi um produto velho 
f4471dae8c482f51aa1826cd9f5d4433,f889fb87b505b73de10c18b93352469f,167b9485947ed0a354a3f8dad04eb199,2018-07-05 18:40:47,Changed mind,122.85,Péssima compra ,Recebi um produto velho 
aeb4c9d05ab11d7c6c9ca24f8c43bd70,ac480ada5f06d9024eae2c6dd9de4c74,fa5c31ea5a141cb29a683b6420f2693a,2017-09-20 17:12:34,Changed mind,22.79,nan,nan
33a3edb84b9df4cb49546859b990ac6d,389d119b48cf3043d311335e499d9c6b,35ec6c1ca9e5844c5ca94214cce16dca,2018-02-21 17:15:49,Not as described,67.5,Empres não confiável ,Minha opinião é que se comprei o produto ele tinha que ser entregue e não receber um notificação que seria dado como entregue o produto...então a empresa me devolva meu dinheiro!!
36530871a5e80138db53bcfd8a104d90,ba4bfbf74dbe7ab37e263b9326da0523,4dafe3c841d2d6cc8a8b6d25b35704b9,2017-05-09 11:48:37,Wrong item,63.79,nan,nan
93ec3e2c9a4beee38c28973d307093e1,7ae5c4294636a8ccd3d8574daa6d7d21,330ca6b207006779da875ef48faef608,2018-03-29 14:27:41,Changed mind,204.45,nan,Faltou a FLANGE da cadeira que e considerada a peça mais importante.
ce9feeba53c652dd6569cca62e2bb287,28b5fef7b6d63771e9784bc68c783793,f7398fc942c8fa80e5419ae52e49f7fb,2018-04-15 19:42:06,Defective,56.86,nan,nan
b6b3633f97c686d8e188ac6fa29ff20d,de89f330c497e12d2510c2cd2a48a29f,8d3d362741da05c706eb55001bdfa1b9,2018-07-27 12:45:51,Changed mind,698.85,boa,nan
6d7de866a140b19d09e825b2a4e944c7,aca2eb7d00ea1a7b8ebd4e68314663af,9e5ce657315b2bdb94033a494041ac25,2018-04-16 21:07:16,Wrong item,69.9,nan,nan
6d7de866a140b19d09e825b2a4e944c7,aca2eb7d00ea1a7b8ebd4e68314663af,9e5ce657315b2bdb94033a494041ac25,2018-04-16 21:07:16,Defective,69.9,nan,nan
615ae1b88a25a4ac47fbf55c9c847b6e,fa304c5424fd292aed9c35eb36d9f495,25daddfce277eafad87c4d28d71d8229,2018-08-10 13:42:06,Late delivery,84.63999999999999,nan,Comprei um lençol queen mas as fronhas não vestem um travesseiro 70 x 50. São muito pequenas e estreitas!!! baratheon que sempre ofereceu produtos de qualidade deixou a desejar !!!
1e8c81805b92ff169971231458670460,04d70d184a7c12c93cecd9c0d8b5ad69,33b0d5c2438d9cd6426c6568dfbb908d,2018-05-04 10:29:14,Not as described,128.97,Ofertado/Pago lannister,Não interessa se opera Market Place. A compra foi feita no site da lannister e pago para lannister. Se tiver que ajuizar vai ser contra lannister e lá faça o regresso contra o fornecedor.
1e8c81805b92ff169971231458670460,04d70d184a7c12c93cecd9c0d8b5ad69,33b0d5c2438d9cd6426c6568dfbb908d,2018-05-04 10:29:14,Not as described,128.97,Ofertado/Pago lannister,Não interessa se opera Market Place. A compra foi feita no site da lannister e pago para lannister. Se tiver que ajuizar vai ser contra lannister e lá faça o regresso contra o fornecedor.
cf8f7b73e35cb19ff895c2f45c1ded72,3d36f403ac27db5c5b8faa68836e3d1f,2d9cd6d6d59bfd360ba595e45d097409,2018-02-22 15:04:08,Wrong item,111.4,nan,nan
f31535f21d145b2345e2bf7f09d62322,f196248e8b5d060cca414a664ea9a76f,ed532487db04478dfba09d112649fc13,2018-02-01 07:47:34,Wrong item,223.26,nan,nan
fb9b2930f4a30f96c7cc98eaaa85e5f0,6f9771652ad5ec58e58f50475d6bfe0e,02ed2cff54eb047cdbe79dd0535945d4,2017-11-24 14:15:53,Defective,84.42999999999999,nan,Comprei um KiT de 3 Almofadas Azul Mandala e recebi um outro com almofadas diferentes (inclusive as cores) Nâo sei lidar com INCOMPETÊNCIA!!!!
c4d2f075fc3bf3a06d1e68e113c35cbd,57e089e3103f5cda6a4ce23b77399bdb,aa6edca5d83d4c8e9a2262b9847febd6,2018-08-01 14:58:41,Defective,79.63,Não é a melhor marca,"tenho outro sling de outra marca com tecido muito mais macio, maleável e agradável"
3b4ad687e7e5190db827e1ae5a8989dd,6026308f343d15d492324e7e35ba5685,1a87b8517b7d31373b50396eb15cb445,2018-06-28 12:52:15,Wrong item,865.01,nan,"Comprei um produto e não entregaram. 
Pedi o cancelado do produto."
b68d69564a79dea4776afa33d1d2fcab,bffdb7d6bdb994823039ac983d6d30ec,de1e5517fb50896bbdcff5814fb31802,2018-02-28 08:57:03,Defective,262.37,nan,Não chegou.
f04bfdbef5359607d39e66fccc9cc0de,482c25dc8512547962854dfff5ac057b,ddbd5d378c4a0981ba1ef29fb8e40b8f,2017-09-13 15:07:45,Late delivery,347.69,nan,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.
f04bfdbef5359607d39e66fccc9cc0de,027325f946f1b3d8f94c3496e9a59a10,ddbd5d378c4a0981ba1ef29fb8e40b8f,2017-09-13 15:07:45,Changed mind,151.56,nan,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.
f04bfdbef5359607d39e66fccc9cc0de,027325f946f1b3d8f94c3496e9a59a10,ddbd5d378c4a0981ba1ef29fb8e40b8f,2017-09-13 15:07:45,Late delivery,151.56,nan,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.
f04bfdbef5359607d39e66fccc9cc0de,482c25dc8512547962854dfff5ac057b,ddbd5d378c4a0981ba1ef29fb8e40b8f,2017-09-13 15:07:45,Changed mind,347.69,nan,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.
16c24987724018f73b746aacfbb5f8e8,f3dbf072e817667fbde052aae313cce1,ffdc2af7160aed3bad21cbc8ec68c0c5,2017-05-20 02:48:00,Not as described,180.45,nan,nan
d3c8851a6651eeff2f73b0e011ac45d0,ca17b18b38db6e0d2c33d362322f2a06,957f8e082185574de25992dc659ebbc0,2016-10-05 22:44:13,Changed mind,299.84000000000003,nan,nan
f373335aac9a659de916f7170b8bc07a,0cf41187284d7f099adc8415a743ebbd,f06a94a401e52fb019c72f2e8bbf6a2f,2018-03-17 15:32:31,Defective,59.18,nan,não recebi o produto consta que o mesmo voltou para o remetente. como faço para que possa reviar-lo?
6f5a2dbe5ccce73a9d053a542baabd1c,a630323d497e2acc89574e8b792c6936,4d6793a25de1f63ca63869c6cd4b7b1f,2018-06-26 10:58:48,Not as described,153.82,PRODUTO COM DEFEITO,"Preciso alizar a troca do produto que está com defeito e não consigo registrar a solicitação no SITE. No item 'TROCAS E DEVOLUÇÕES' sempre informa que está com problema de comunicação.
Aguardo retorn"
6f5a2dbe5ccce73a9d053a542baabd1c,a630323d497e2acc89574e8b792c6936,4d6793a25de1f63ca63869c6cd4b7b1f,2018-06-26 10:58:48,Wrong item,153.82,PRODUTO COM DEFEITO,"Preciso alizar a troca do produto que está com defeito e não consigo registrar a solicitação no SITE. No item 'TROCAS E DEVOLUÇÕES' sempre informa que está com problema de comunicação.
Aguardo retorn"
f11e9516ca2b6091b64f2e2ea0ebebb3,7a10781637204d8d10485c71a6108a2e,7d527c98f408420a9d5c953e5b89215e,2018-02-22 20:53:14,Changed mind,222.68,nan,Não recebi o pedido no tempo estimado e não fui informada do porque do atraso.
db5fdbee9ab29d55f24c329246e6fe51,55945cf4a4e6def88dcc8996a581608a,3487bedbddf4797d7308d0aa43dcf30b,2017-06-17 13:16:44,Not as described,104.37,nan,"Me entregaram faltando um pote, insatisfação"
5869074071e0f56e9085dc3742c97b2a,a1692a17fad005e22bf5a54353439420,7203eb38fea2b4a15dd6c39575314aa4,2018-06-08 20:06:48,Wrong item,320.18,Péssima muito Ruin,"
"
cbbb524a0e1646aa6cf7a3c0bbe517ad,bab7ff9abbcc13690a62d015f2ca8e44,dacb079d55ffb1d3955c5d923df3ebb7,2016-10-05 07:31:49,Changed mind,95.58,nan,"produto entregue diferente do que foi comprado,não recomendo o vendedor."
4f7e398a1ddb1c349465b42b6865c60b,63d117fa87d2dff89156e2c9d885dba7,364fbe9334877bc7ca3da92913b2cdbf,2017-06-02 14:00:19,Defective,171.84,nan,N gostei do produto n era oq imaginei nem oq eu eeperava
1b9ecfe83cdc259250e1a8aca174f0ad,ad673c1cd02b966e931f9db4fdc34791,6d6b50b66d79f80827b6d96751528d30,2018-08-04 14:29:27,Not as described,33.34,nan,nan
db0d194c127a36909de3bda3edad30bc,2b0ee2d07306f7c9ac55a43166e9bb4b,33bfc91146c9eea42397a0430585ee59,2017-11-30 13:34:43,Wrong item,72.75,nan,"Não recebi a quantidade correta, estou aguardando posição da targaryen, mas até agora não me deram retorno"
db0d194c127a36909de3bda3edad30bc,2b0ee2d07306f7c9ac55a43166e9bb4b,33bfc91146c9eea42397a0430585ee59,2017-11-30 13:34:43,Not as described,72.75,nan,"Não recebi a quantidade correta, estou aguardando posição da targaryen, mas até agora não me deram retorno"
ac7a92560a9e99f0a0ab4988102f491b,4ab7490d3e55de79cae5fc88e1657276,6abf781c5304890987047e9aa239caa8,2018-03-04 15:58:09,Not as described,107.87,nan,O prazo era até dia 23/03 e até o momento não recebi. Quero saber o que está acontecendo.
ac7a92560a9e99f0a0ab4988102f491b,4ab7490d3e55de79cae5fc88e1657276,6abf781c5304890987047e9aa239caa8,2018-03-04 15:58:09,Defective,107.87,nan,"Comprei pensando que ia vir conforme a foto, vel branco e a parte baixo bege, porém veio tudo bege."
da8be3bb62e9bf01e2e1a3bfd74ebd1a,cea7edf64d9e93fbf6b89cc3ba537cd9,3f083b9f62e687be8d84684c7d54c8db,2017-04-06 13:44:08,Defective,2751.24,nan,"ainda não recebi o produto acredito que não seja culpa do vendedor e sim dos correios , e estou com urgência 

o produto se encontra parado nos correiros na data de 01/05/17 "
6de3383be650cfe96aed26171ad65c47,9d8a0e115e802d845b4ce1eb794d1260,cae5d18352d2eb7396bd594c706f3624,2017-10-18 16:44:45,Changed mind,127.94,nan,"BOM DIA, NAO RECEBI O DHEA, SOMENTE O RECYCLE, QUAL PROCEDIMENTO PRECISO FAZER? PRECISO RESOLVER ISSO
OBRIGADO"
6de3383be650cfe96aed26171ad65c47,7666acd3cb60e97bf02449e36be0c02a,cae5d18352d2eb7396bd594c706f3624,2017-10-18 16:44:45,Late delivery,227.83,nan,"BOM DIA, NAO RECEBI O DHEA, SOMENTE O RECYCLE, QUAL PROCEDIMENTO PRECISO FAZER? PRECISO RESOLVER ISSO
OBRIGADO"
21f4a37ec131158f1615d0f186f190af,78119fbfa709d07b86f5ccf15043c6d6,84b100e334843870e95ff29421ab66bd,2017-12-21 20:11:07,Late delivery,212.88,nan,Fiz o cancelamento da compra há 13 dias (Data em posto esse comentário). E até agora não cancelaram minha compra no cartão.
45ed6e85398a87c253db47c2d9f48216,75d6b6963340c6063f7f4cfcccfe6a30,8eab8f9b3c744b76b65f7a2c0c8f2d6c,2017-06-08 21:18:45,Late delivery,71.14,nan,"Produto demorou a chegar e veio diferente do que foi pedido... pedi X veio Y, nada haver..."
5a0e5ad33542c79b10be87a344ee0086,622bad99b4296aade0783ebecdd3fa15,917149651e472bef5b609eb58e742eb4,2017-06-13 11:13:38,Not as described,86.67,nan,nan
faa911f9ff46e53aedc9408c5d6a24ad,902a8b8bb0768e8562edc2d903337812,77dccd21b005b20fc1f1418c979ca354,2018-03-07 16:42:57,Changed mind,56.43,nan,"Comprei DOIS porta talheres e recebi apenas UM até o momento, juntamente com uma NF onde constam dois produtos."
faa911f9ff46e53aedc9408c5d6a24ad,902a8b8bb0768e8562edc2d903337812,77dccd21b005b20fc1f1418c979ca354,2018-03-07 16:42:57,Defective,56.43,nan,"Comprei DOIS porta talheres e recebi apenas UM até o momento, juntamente com uma NF onde constam dois produtos."
95e42e6aaf6264cd3e77c06b32dc3003,6c4d1dce076249f2314ac8f3fc3cc7d1,29ef1f160ce630146dafa02052e2c5bf,2017-11-24 09:23:33,Late delivery,92.85,nan,Nao entregaram o produto e nao entraram em contato para resolver o problema ate o momento.
f30607daae66843552e00843c6de88ef,aed75ad669fbebd5a385ac7cc2ae7573,8e1769459d9b9a9989799f6c79a4a663,2018-02-21 13:18:37,Not as described,695.99,nan,"Mais respeito ao consumidor, era para presente!!"
4207ad8e0e4e4070f271c930d25f72d7,368c6c730842d78016ad823897a372db,2d2b1b42705b2f080c47fb2c46db46f6,2017-10-09 19:42:43,Wrong item,77.57,nan,"Gostei do produto, porém entregaram apenas 1 unidade, faltou uma unidade do produto, algo aconteceu durante na entrega"
4207ad8e0e4e4070f271c930d25f72d7,368c6c730842d78016ad823897a372db,2d2b1b42705b2f080c47fb2c46db46f6,2017-10-09 19:42:43,Wrong item,77.57,nan,"Gostei do produto, porém entregaram apenas 1 unidade, faltou uma unidade do produto, algo aconteceu durante na entrega"
38b7efdf33dd5561f4f5d4f6e07b0414,8988d11aace15e3c9e25763c6d87dcf5,021e84751ba0ead75b6d314a6ead88d9,2017-08-01 18:17:41,Wrong item,44.09,nan,"Meu produto não chegou. Isso gerou estresse e eu não estou conseguindo fazer a devolução. Caso isso aconteça, vou por na justiça."
4f7ce3efe568a5e57290a9fa3e45b1f5,cb460986a447ed00da792526bf6189e4,2569d6c5ed547bf0feaf37e32677fdaa,2018-01-26 13:32:22,Wrong item,1727.67,nan,"Muito enrolado. Já liguei para o stark, ficaram de me retornar em dois dias e até agora nada "
580c882a5805c78546ea65ec6d3690e4,48f866f20b5b6015a324210988e73387,a4f6fc82eefc6a54376eea73b27df682,2018-02-05 17:40:34,Defective,171.32,nan,ainda não recebi o produto. ninguém entrou em contato. NÃo recomendo a ninguém . sou cliente baratheon mt tempo primeira vez que acontece essa situação. 
e54613f3313c396f77d8280b9121ea2e,1c5cd477820c6046039178150f6f8916,fdb50c069d85c482f1ecfde317595741,2018-06-15 21:45:12,Wrong item,413.53,nan,nan
dcb4a1d21593a108db61f12a4b3d61db,1d8ff272f4ff5248bde1358ef928713f,2ed973ea37080a94b7beaef7458b2e15,2018-06-19 13:22:15,Changed mind,112.42,PRODUTO COM MEDIDA INCORR,"Produto chegou no prazo,porem, nao veio na medida correta.
Tentei entrar em contato para troca ou devolucao e nao obtive nenhuma resposta."
dcb4a1d21593a108db61f12a4b3d61db,1d8ff272f4ff5248bde1358ef928713f,2ed973ea37080a94b7beaef7458b2e15,2018-06-19 13:22:15,Wrong item,112.42,PRODUTO COM MEDIDA INCORR,"Produto chegou no prazo,porem, nao veio na medida correta.
Tentei entrar em contato para troca ou devolucao e nao obtive nenhuma resposta."
9472d3c8a0ad463cbfc89897334431da,9036be77e0a74cca6eeef0740649b97b,7e016f9ea275279784f42e0642214284,2017-11-20 16:21:04,Defective,89.02,nan,AINDA NAO RECEBI O PRODUTO.
5b96fa278c2b3c1e29c190ef1b651d08,6d2fde7d12bb6ff367dbda120ba8828e,207ac9416941d5b76d64875a33fe3659,2017-02-13 09:35:10,Not as described,36.52,nan,"No anuncio não diz que o produto é 'compatível' comprei como se fosse Original, apenas percebi quando chegou, se eu soubesse que não era original não teria comprado."
b3206cf64b7cd1480a6c6f9912b20666,7bbe91ccbf899dc40a38d012a4dc411f,da757be0eb9978feb09365ed3bdfc679,2017-09-13 20:30:02,Late delivery,197.87,nan,Estou super satisfeita....super recomendo
8ca57f2b32c00588cab243b2115441f5,5cc37c2c2b8ea0c98010d1ee6028e45b,284e326e8a71e55bdb0b210ddfabaa27,2018-08-06 18:45:01,Defective,1480.73,Produto veio errado,"Gostaria de saber sobre a devolução do produto,pois informaram que seria 48 horas pra confirmar a devolução e até o momento nada."
18d686f1bb1270182c646fe337459d79,7945bb528c42095fccdf46321742afce,bbf7be5b7db9baf4509ae4573c8570b4,2018-02-15 15:07:11,Changed mind,57.59,nan,"Não é a primeira vez de atraso na entrega, quando consegue falar a atendente ainda pede um prazo de dois dias, fora o atraso, infelizmente as mudanças de entrega dos parceiros não está sendo pratica"
1f6405caa14a2debb88594b0471ed340,c81ae6207142d6d844dfe928e7e51b04,5ca6f3218e411dcbb9c27ad61bdc3d1d,2017-12-26 02:35:27,Defective,148.68,nan,"Produto bonito, no entanto de má qualidade, não correspondendo ao esperado como joia de qualidade, com algumas manchas escuras na corrente do pingente."
10918fe4d665fda80034712895c2b92f,32ad146ce66014dd98fdc2190bc995d6,e05a24d2c1d2cd3ae0482ecc1b4d069f,2017-06-26 07:04:39,Late delivery,76.18,nan,nan
64a9f2b487f66506d463ca18152280e8,a9516a079e37a9c9c36b9b78b10169e8,90714b0e62fe1fbd304fb45fd644ebdd,2018-02-24 08:45:01,Wrong item,135.51999999999998,Produto ruim,O mocho não tem nem 6 meses de uso e a parte da estrutura já está rachando! Produto de péssima qualidade!
91bcade2288597459e1dbce52d6d0ef9,c063e7cfa2a5277de17cde1837399dc5,449057269c318304d8a753f64c181b07,2018-01-04 13:14:34,Late delivery,163.32,nan,o produto não chegou
d52140bee663636aa4f6057e50bc06a3,fe75529a267b76ac6e96f0c322a899a4,32fa597a3b06db1949ee96c416335b6b,2018-03-01 20:30:22,Not as described,147.28,nan,Não recebi o produto e a loja nem se quer me dar uma satisfação 
bcdbb3b243d4e882503b919785e2343f,1454b29e83ab2f8bf6b4102736498ff5,4146dd1b456444cd54142b5a7c4b9405,2018-05-21 13:16:36,Late delivery,139.23,nan,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 
bcdbb3b243d4e882503b919785e2343f,1454b29e83ab2f8bf6b4102736498ff5,4146dd1b456444cd54142b5a7c4b9405,2018-05-21 13:16:36,Defective,139.23,nan,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 
bcdbb3b243d4e882503b919785e2343f,1454b29e83ab2f8bf6b4102736498ff5,4146dd1b456444cd54142b5a7c4b9405,2018-05-21 13:16:36,Changed mind,139.23,nan,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 
bcdbb3b243d4e882503b919785e2343f,1454b29e83ab2f8bf6b4102736498ff5,4146dd1b456444cd54142b5a7c4b9405,2018-05-21 13:16:36,Wrong item,139.23,nan,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 
bcdbb3b243d4e882503b919785e2343f,1454b29e83ab2f8bf6b4102736498ff5,4146dd1b456444cd54142b5a7c4b9405,2018-05-21 13:16:36,Wrong item,139.23,nan,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 
118045506e1c1dda060171af43fe11b4,2c4930c4b284c7b99db2a4c52071a45e,638c6674418fc58283a73c078bcb076f,2018-03-08 19:06:05,Changed mind,72.08,nan,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento
118045506e1c1dda060171af43fe11b4,2c4930c4b284c7b99db2a4c52071a45e,638c6674418fc58283a73c078bcb076f,2018-03-08 19:06:05,Not as described,72.08,nan,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento
118045506e1c1dda060171af43fe11b4,2c4930c4b284c7b99db2a4c52071a45e,638c6674418fc58283a73c078bcb076f,2018-03-08 19:06:05,Defective,72.08,nan,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento
